id,A,B,C,D,E,X,Y,Z,steps,timestamp,prev_location,location,usefor
2659,-72,-89,-74,-93,-71,0.63,6.35,6.02,26164,1536610766,4,4,train
2660,-62,-65,-71,-85,-71,1.45,4.18,9.86,26164,1536610768,4,8,train
2661,-60,-79,-71,-85,-71,1.48,5.39,8.77,26164,1536610769,8,4,train
2662,-76,-68,-75,-81,-80,1.7,5.74,7.78,26164,1536610770,4,4,train
2663,-60,-75,-82,-82,-92,1.76,5.51,7.69,26164,1536610772,4,0,train
2664,-60,-73,-75,-78,-77,2.43,4.51,9.39,26164,1536610772,0,0,train
2665,-56,-73,-75,-82,-88,1.24,5.69,8.53,26164,1536610773,0,0,train
2666,-50,-76,-75,-89,-70,1.46,6.1,7.58,26164,1536610774,0,0,train
2667,-58,-72,-80,-89,-74,0.59,7.65,4.82,26164,1536610776,0,0,train
2668,-65,-72,-76,-81,-75,0.47,7.42,6.09,26164,1536610777,0,0,train
2669,-52,-63,-76,-81,-75,0.36,7.46,6.1,26164,1536610779,0,0,train
2670,-59,-76,-76,-82,-78,0.98,6.61,7.21,26164,1536610781,0,0,train
2671,-57,-67,-77,-83,-77,1.77,5.63,7.75,26164,1536610783,0,1,train
2672,-57,-62,-77,-82,-83,2.74,5.41,7.25,26164,1536610784,1,1,train
2673,-82,-65,-70,-87,-78,0.9,5.38,8.26,26164,1536610789,1,1,test
2674,-74,-62,-65,-87,-81,1.23,6,7.6,26164,1536610791,1,1,train
2675,-78,-72,-67,-80,-77,1.19,5.87,7.9,26164,1536610793,1,1,train
2676,-76,-75,-65,-78,-83,1.18,5.88,7.57,26164,1536610796,1,1,train
2677,-85,-70,-67,-78,-85,2.25,5.47,7.94,26164,1536610800,1,2,train
2678,-83,-72,-61,-87,-78,2,5.7,8.42,26164,1536610801,2,2,train
2679,-81,-73,-61,-87,-85,1.04,5.3,8.4,26164,1536610803,2,2,train
2680,-73,-70,-68,-78,-85,0.47,7.34,5.87,26164,1536610804,2,2,train
2681,-70,-74,-68,-80,-77,0.38,8.27,5.34,26164,1536610806,2,2,train
2682,-81,-75,-62,-78,-79,-0.2,7.8,3.67,26164,1536610807,2,2,train
2683,-79,-68,-62,-79,-81,0.89,8.47,3.88,26164,1536610808,2,2,train
2684,-89,-72,-55,-81,-81,-0.15,6.81,6.54,26164,1536610811,2,3,train
2685,-84,-55,-61,-84,-74,1.02,6.77,6.59,26164,1536610812,3,3,train
2686,-91,-57,-67,-85,-80,0.84,7.51,6.32,26164,1536610813,3,3,train
2687,-91,-57,-66,-85,-79,0.59,8.26,6.08,26164,1536610815,3,3,train
2688,-81,-66,-55,-82,-81,0.91,5.04,8.75,26164,1536610818,3,7,train
2689,-78,-66,-68,-90,-84,1.23,4.8,8.54,26164,1536610819,7,7,train
2690,-88,-72,-62,-82,-90,0.57,4.21,9.06,26164,1536610820,7,7,train
2691,-81,-76,-62,-83,-78,1.62,3.62,8.65,26164,1536610820,7,7,train
2692,-80,-61,-68,-77,-82,0.31,3.75,7.5,26164,1536610821,7,7,train
2693,-75,-65,-80,-81,-83,0.41,4.51,8.92,26164,1536610822,7,7,test
2694,-82,-84,-74,-85,-75,0.52,3.66,8.36,26164,1536610823,7,7,train
2695,-78,-72,-70,-75,-82,-0.9,7.15,8.04,26164,1536610827,7,11,train
2696,-78,-63,-65,-78,-79,-3.16,7.11,6.57,26164,1536610828,11,11,train
2697,-86,-61,-70,-82,-76,-2.44,6.68,6.67,26164,1536610829,11,11,train
2698,-70,-64,-54,-81,-89,0.67,5.62,8.76,26164,1536610837,11,6,train
2699,-70,-68,-54,-81,-89,-0.26,5.92,6.45,26164,1536610837,6,6,train
2700,-68,-75,-64,-81,-86,-0.03,5.33,8.19,26164,1536610838,6,6,train
2701,-68,-59,-66,-81,-86,0.38,4.81,8.76,26164,1536610839,6,6,train
2702,-72,-59,-60,-73,-82,0.07,6.06,6.77,26164,1536610840,6,6,train
2703,-84,-61,-68,-78,-87,1.4,6.59,7.27,26164,1536610840,6,6,train
2704,-68,-81,-70,-81,-80,0.1,7.26,7.06,26164,1536610841,6,6,train
2705,-62,-60,-75,-78,-78,0.77,5.43,8.24,26164,1536610844,6,6,train
2706,-72,-59,-68,-72,-75,0.79,8.95,2.21,26164,1536610846,6,10,train
2707,-72,-55,-68,-75,-78,-2.38,9.23,2,26164,1536610848,10,10,train
2708,-72,-55,-68,-77,-72,-2.13,9.01,1.56,26164,1536610849,10,10,train
2709,-62,-76,-70,-72,-81,-0.5,6.06,7.89,26164,1536610853,10,5,train
2710,-64,-66,-65,-76,-83,-0.49,5.73,7.78,26164,1536610853,5,5,train
2711,-64,-73,-80,-76,-83,-0.22,4.97,8.92,26164,1536610854,5,5,train
2712,-68,-73,-67,-88,-74,-0.19,5.73,8.86,26164,1536610855,5,5,train
2713,-66,-73,-67,-87,-74,0.59,6.58,7.27,26164,1536610855,5,5,test
2714,-73,-60,-70,-86,-70,-0.7,6.59,6.57,26164,1536610856,5,5,train
2715,-62,-64,-74,-86,-72,-1.25,4.96,7.37,26164,1536610857,5,5,train
2716,-71,-82,-70,-79,-68,1.09,9.06,2.96,26164,1536610860,5,9,train
2717,-70,-82,-76,-80,-74,-2.75,8.66,2.46,26164,1536610861,9,9,train
2718,-72,-78,-84,-81,-71,-1.72,5.66,7.24,26164,1536610865,9,8,train
2719,-66,-78,-84,-75,-62,-0.42,5.82,7.73,26164,1536610866,8,8,train
2720,-84,-86,-76,-75,-59,-1.01,5.89,9.03,26164,1536610867,8,8,train
2721,-80,-80,-80,-72,-61,-0.2,4.8,7.5,26164,1536610870,8,8,train
2722,-64,-68,-74,-75,-62,-0.92,4.28,7.95,26164,1536610871,8,8,train
2723,-80,-68,-74,-72,-62,-0.85,5.58,8.49,26164,1536610871,8,8,train
2724,-86,-79,-90,-66,-71,-0.6,5.32,6.22,26164,1536610874,8,9,train
2725,-86,-65,-71,-66,-71,1.15,4.77,8.87,26164,1536610875,9,9,train
2726,-76,-64,-78,-74,-71,-0.43,5.43,7.63,26164,1536610875,9,9,train
2727,-68,-64,-78,-70,-63,0.29,5.96,8.24,26164,1536610876,9,9,train
2728,-69,-65,-76,-68,-63,0.51,5.73,8.25,26164,1536610877,9,9,train
2729,-68,-66,-82,-70,-61,0.9,5.15,8.27,26164,1536610877,9,9,train
2730,-68,-67,-87,-70,-57,-0.16,4.75,8.42,26164,1536610878,9,9,train
2731,-68,-76,-90,-70,-72,0.51,5.26,7.76,26164,1536610879,9,9,train
2732,-90,-74,-90,-75,-67,-0.13,5.32,8.12,26164,1536610879,9,9,train
2733,-80,-66,-70,-72,-65,0.41,7.01,7.21,26164,1536610881,9,10,test
2734,-77,-68,-74,-72,-66,1.11,5.28,8.19,26164,1536610881,10,10,train
2735,-75,-68,-74,-72,-66,0.69,5.99,7.98,26164,1536610882,10,10,train
2736,-75,-64,-72,-72,-66,1.04,5.11,7.82,26164,1536610882,10,10,train
2737,-81,-62,-75,-62,-68,0.15,5.88,7.78,26164,1536610883,10,10,train
2738,-81,-63,-72,-70,-71,0.79,6.73,5.95,26164,1536610884,10,10,train
2739,-81,-66,-78,-70,-71,-0.12,6.99,7.31,26164,1536610884,10,10,train
2740,-74,-63,-80,-68,-69,0.28,6.02,7.86,26164,1536610888,10,11,train
2741,-74,-63,-80,-68,-72,1.12,6.13,7.45,26164,1536610888,11,11,train
2742,-74,-69,-76,-79,-77,1.11,7.08,6.45,26164,1536610889,11,11,train
2743,-78,-67,-76,-72,-73,-0.09,7.12,7.51,26164,1536610889,11,11,train
2744,-78,-60,-76,-72,-76,-0.08,7.51,5.94,26164,1536610890,11,11,train
2745,-87,-58,-80,-63,-77,0.03,7.69,6.04,26164,1536610893,11,11,train
2746,-87,-58,-76,-66,-77,-0.3,7.29,6.21,26164,1536610894,11,11,train
2747,-77,-70,-90,-75,-67,-0.4,5.85,5.95,26164,1536610895,11,11,train
2748,-84,-73,-81,-63,-59,0.63,5.42,7.8,26164,1536610898,11,15,train
2749,-86,-73,-84,-58,-70,0.33,5.89,7.58,26164,1536610898,15,15,train
2750,-79,-73,-78,-58,-65,0.56,8.34,5.07,26164,1536610899,15,15,train
2751,-82,-73,-76,-50,-66,1.13,8.09,5.11,26164,1536610900,15,15,train
2752,-82,-73,-85,-57,-74,0.38,8.48,4.56,26164,1536610901,15,15,train
2753,-88,-78,-82,-70,-68,0.82,8.96,3.66,26164,1536610902,15,15,test
2754,-80,-82,-85,-70,-67,0.33,9.16,2.04,26164,1536610903,15,15,train
2755,-84,-82,-77,-63,-72,0.94,9.12,2.98,26164,1536610904,15,15,train
2756,-80,-75,-82,-72,-68,0.71,7.17,6.09,26164,1536610906,15,15,train
2757,-87,-73,-74,-69,-66,0.42,3.86,9.43,26164,1536610910,15,14,train
2758,-81,-73,-81,-69,-66,-0.01,5.12,8.82,26164,1536610911,14,14,train
2759,-81,-70,-81,-68,-60,-0.49,3.21,8.4,26164,1536610911,14,14,train
2760,-85,-70,-81,-68,-60,-0.74,3.58,10.03,26164,1536610912,14,14,train
2761,-85,-74,-83,-80,-60,-0.52,3.1,9.44,26164,1536610912,14,14,train
2762,-76,-74,-83,-80,-60,-0.01,2.82,9.39,26164,1536610912,14,14,train
2763,-76,-76,-78,-80,-56,0.12,5.14,7.67,26164,1536610913,14,14,train
2764,-86,-76,-78,-76,-56,0.52,5.3,8.23,26164,1536610913,14,14,train
2765,-86,-76,-78,-76,-66,-1.28,6.08,7.09,26164,1536610913,14,14,train
2766,-86,-76,-88,-76,-66,-1.61,7.07,6.66,26164,1536610914,14,14,train
2767,-82,-76,-88,-75,-66,-0.32,8.22,5.64,26164,1536610914,14,14,train
2768,-95,-70,-84,-75,-62,0.07,7.56,5.52,26164,1536610915,14,14,train
2769,-85,-77,-76,-77,-65,-0.45,6.86,6.3,26164,1536610918,14,13,train
2770,-85,-75,-81,-77,-65,0.06,6.85,7.33,26164,1536610918,13,13,train
2771,-79,-64,-78,-77,-73,-0.72,7.11,7.15,26164,1536610919,13,13,train
2772,-79,-70,-86,-77,-86,-0.08,6.82,7.05,26164,1536610919,13,13,train
2773,-79,-70,-86,-77,-86,-0.27,6.21,8.02,26164,1536610920,13,13,test
2774,-74,-84,-75,-77,-86,-0.32,6.67,7.44,26164,1536610920,13,13,train
2775,-72,-84,-75,-86,-68,0.94,7.1,7.46,26164,1536610921,13,13,train
2776,-80,-75,-77,-66,-62,-0.11,7.21,6.79,26164,1536610921,13,13,train
2777,-74,-77,-80,-66,-62,0.3,7.49,6.22,26164,1536610922,13,13,train
2778,-74,-68,-78,-71,-70,-0.76,7.54,5.87,26164,1536610922,13,13,train
2779,-90,-68,-77,-71,-70,0.36,7.32,6.04,26164,1536610923,13,13,train
2780,-90,-68,-87,-71,-63,0.81,7.53,5.95,26164,1536610923,13,13,train
2781,-90,-68,-87,-84,-79,-0.04,7.7,5.63,26164,1536610924,13,13,train
2782,-87,-72,-81,-84,-68,-0.02,7.17,5.81,26164,1536610924,13,13,train
2783,-87,-72,-81,-85,-68,-0.17,7.4,6.52,26164,1536610925,13,13,train
2784,-87,-68,-77,-85,-68,0.04,7.55,6.04,26164,1536610925,13,13,train
2785,-82,-68,-77,-74,-82,0.15,7.57,5.73,26164,1536610925,13,13,train
2786,-79,-68,-79,-74,-82,0.01,7.96,7.12,26164,1536610926,13,13,train
2787,-85,-75,-79,-76,-64,-0.19,6.99,8.6,26164,1536610926,13,13,train
2788,-74,-64,-76,-75,-75,0.46,4.85,8.68,26164,1536610931,13,14,train
2789,-89,-67,-77,-63,-75,-0.53,5.4,7.44,26164,1536610931,14,14,train
2790,-94,-61,-92,-75,-83,1.08,4.1,8.76,26164,1536610933,14,10,train
2791,-94,-64,-89,-75,-83,0.77,4.58,9.69,26164,1536610934,10,10,train
2792,-94,-64,-89,-73,-61,0.4,4.7,8.19,26164,1536610934,10,10,train
2793,-94,-61,-76,-73,-59,1.3,4.09,8.84,26164,1536610935,10,10,test
2794,-94,-61,-76,-71,-59,0.27,3.4,9.89,26164,1536610935,10,10,train
2795,-83,-70,-77,-74,-73,-0.38,4.69,8.32,26164,1536610937,10,9,train
2796,-83,-70,-77,-80,-73,-1.38,3.76,6.57,26164,1536610938,9,9,train
2797,-67,-83,-80,-72,-73,-0.51,4.89,8.63,26164,1536610938,9,9,train
2798,-68,-83,-80,-72,-73,-0.03,4.25,10.13,26164,1536610938,9,9,train
2799,-68,-78,-80,-72,-73,-0.21,4.4,7.42,26164,1536610938,9,9,train
2800,-72,-80,-66,-76,-73,0.11,4.41,9.74,26164,1536610943,9,8,train
2801,-72,-80,-66,-76,-60,-0.91,4.01,8.99,26165,1536610943,8,8,train
2802,-72,-94,-66,-76,-60,-1.2,4.6,9.19,26165,1536610944,8,8,train
2803,-69,-74,-66,-76,-60,-0.4,3.42,8.48,26165,1536610945,8,8,train
2804,-61,-71,-72,-84,-84,-2.23,5.24,8.72,26165,1536610948,8,4,train
2805,-59,-74,-72,-92,-78,-1.16,5.11,8.18,26166,1536610949,4,4,train
2806,-59,-74,-72,-92,-78,-0.69,5,9.05,26166,1536610949,4,4,train
2807,-51,-64,-72,-85,-79,-2.51,5.68,5.85,32952,1536776302,0,0,train
2808,-54,-76,-65,-98,-78,0.59,4.2,8.68,32952,1536776304,0,0,train
2809,-54,-65,-66,-90,-75,0.2,4.28,8.7,32952,1536776306,0,0,train
2810,-52,-69,-65,-95,-76,0.43,4.3,8.59,32952,1536776308,0,0,train
2811,-54,-78,-68,-82,-76,0.33,4.24,9.29,32952,1536776310,0,0,train
2812,-54,-81,-67,-82,-77,0.36,4.33,9.06,32952,1536776312,0,0,train
2813,-55,-70,-66,-83,-84,0.48,4.2,8.59,32952,1536776313,0,0,test
2814,-55,-70,-66,-91,-83,0.16,3.99,8.38,32952,1536776316,0,0,train
2815,-53,-71,-66,-83,-84,0.18,4.15,8.6,32952,1536776317,0,0,train
2816,-53,-67,-67,-91,-80,0.91,4.31,9.01,32952,1536776319,0,0,train
2817,-65,-65,-67,-80,-76,0.21,4.41,8.76,32952,1536776321,0,0,train
2818,-47,-65,-76,-80,-79,0,4.13,8.52,32952,1536776323,0,0,train
2819,-52,-74,-70,-78,-78,0.31,4.28,9.51,32952,1536776325,0,0,train
2820,-50,-70,-74,-78,-75,0.2,4.33,9.43,32952,1536776328,0,0,train
2821,-52,-75,-70,-78,-82,0.17,4.68,8.98,32952,1536776329,0,0,train
2822,-53,-67,-68,-78,-74,0.45,3.93,8.95,32952,1536776331,0,0,train
2823,-53,-78,-69,-88,-95,0.34,4.13,9.49,32952,1536776333,0,0,train
2824,-52,-78,-68,-86,-86,-0.04,4.44,8.9,32952,1536776335,0,0,train
2825,-56,-76,-68,-83,-75,0.38,4.42,8.91,32952,1536776337,0,0,train
2826,-56,-76,-70,-93,-72,-0.69,4.25,8.66,32952,1536776338,0,0,train
2827,-50,-76,-75,-90,-78,1.77,3.61,9.13,32952,1536776340,0,0,train
2828,-54,-76,-66,-88,-77,1.01,3.53,9.05,32952,1536776345,0,0,train
2829,-52,-69,-75,-82,-72,0.97,2.83,8.73,32952,1536776347,0,0,train
2830,-59,-77,-72,-86,-74,-0.4,4.9,8.75,32952,1536776349,0,0,train
2831,-52,-68,-66,-78,-75,0.06,4.07,8.38,32952,1536776351,0,0,train
2832,-54,-70,-76,-87,-70,0.31,4.44,9.1,32952,1536776353,0,0,train
2833,-53,-70,-66,-77,-73,0.13,4.01,8.77,32952,1536776354,0,0,test
2834,-54,-71,-70,-88,-76,0.04,4.16,9.67,32952,1536776359,0,0,train
2835,-50,-68,-74,-88,-74,1.06,3.5,9.89,32952,1536776360,0,0,train
2836,-56,-66,-67,-87,-74,0.25,3.97,8.78,32952,1536776362,0,0,train
2837,-47,-68,-73,-84,-72,0.37,4.08,8.35,32952,1536776364,0,0,train
2838,-55,-72,-69,-90,-80,-0.09,3.99,9.89,32952,1536776366,0,0,train
2839,-47,-66,-68,-84,-76,0.42,3.92,9.85,32952,1536776368,0,0,train
2840,-56,-72,-67,-84,-72,-0.12,4.05,9.79,32952,1536776369,0,0,train
2841,-55,-72,-74,-85,-71,0.17,4.19,8.08,32952,1536776371,0,0,train
2842,-50,-72,-65,-83,-71,0.46,3.69,9.91,32952,1536776373,0,0,train
2843,-55,-66,-67,-82,-73,0.35,4.17,9.38,32952,1536776376,0,0,train
2844,-54,-66,-72,-90,-70,-0.25,4.36,8.05,32952,1536776379,0,0,train
2845,-50,-75,-73,-83,-72,-0.05,4.06,8.91,32952,1536776381,0,0,train
2846,-47,-65,-69,-84,-72,0.17,3.82,9.98,32952,1536776384,0,0,train
2847,-47,-66,-66,-83,-72,0.32,4.49,8.44,32952,1536776387,0,0,train
2848,-47,-80,-66,-94,-75,0.33,3.58,10.08,32952,1536776389,0,0,train
2849,-66,-67,-66,-87,-77,-1.38,5.62,8,32952,1536776390,0,0,train
2850,-57,-77,-76,-83,-77,-3.37,5.3,3.89,32952,1536776392,0,0,train
2851,-57,-78,-74,-82,-77,-3.02,4.37,8.05,32952,1536776394,0,0,train
2852,-60,-70,-83,-80,-77,-1.13,4.45,8.68,32952,1536776396,0,0,train
2853,-56,-77,-82,-87,-81,-1.92,4.15,8.75,32952,1536776398,0,0,test
2854,-58,-79,-90,-90,-72,-1.72,4.02,9.47,32952,1536776400,0,0,train
2855,-58,-71,-67,-90,-72,-2.3,3.83,8.08,32952,1536776402,0,0,train
2856,-60,-82,-78,-90,-76,-1.55,4.3,8.96,32952,1536776404,0,0,train
2857,-65,-62,-58,-85,-83,-2.47,4.23,8.81,32952,1536776408,0,1,train
2858,-70,-61,-62,-85,-78,-1.46,4.9,8.04,32952,1536776410,1,1,train
2859,-70,-64,-56,-80,-87,-2.96,5.06,6.78,32952,1536776412,1,1,train
2860,-62,-64,-66,-83,-86,-1.43,4.74,8.37,32952,1536776414,1,1,train
2861,-62,-63,-59,-79,-76,-1.57,4.67,8.09,32952,1536776416,1,1,train
2862,-76,-63,-61,-83,-90,-0.98,4.71,8.78,32952,1536776417,1,1,train
2863,-63,-58,-60,-84,-78,-1.28,4.64,8.38,32952,1536776419,1,1,train
2864,-75,-58,-60,-81,-88,-2.16,4.33,5.43,32952,1536776421,1,1,train
2865,-62,-64,-60,-94,-80,-1.68,3.76,9.96,32952,1536776422,1,1,train
2866,-63,-64,-60,-84,-92,-1.65,4.3,9.36,32952,1536776424,1,1,train
2867,-64,-64,-60,-84,-82,-0.75,4.22,8.93,32952,1536776426,1,1,train
2868,-64,-63,-60,-84,-78,-1.34,4.52,8.41,32952,1536776428,1,1,train
2869,-76,-58,-66,-82,-77,-1.14,4.57,8.69,32952,1536776429,1,1,train
2870,-76,-58,-67,-82,-78,-1.35,4.69,8.63,32952,1536776431,1,1,train
2871,-64,-57,-66,-81,-90,-1.4,4.43,9,32952,1536776433,1,1,train
2872,-75,-64,-59,-79,-78,-0.58,4.99,9.68,32952,1536776435,1,1,train
2873,-68,-56,-63,-76,-83,-1.21,5.42,8.9,32952,1536776438,1,1,test
2874,-75,-65,-60,-77,-86,0.55,5.11,9.13,32952,1536776440,1,1,train
2875,-70,-64,-61,-80,-98,0.3,5.45,8.05,32952,1536776442,1,1,train
2876,-79,-62,-59,-77,-79,0.25,5.13,8.72,32952,1536776444,1,1,train
2877,-72,-57,-62,-76,-84,0.5,5.28,8.39,32952,1536776446,1,1,train
2878,-69,-62,-61,-82,-83,0.39,5.32,8.39,32952,1536776447,1,1,train
2879,-66,-55,-61,-76,-86,0.24,5.06,9.38,32952,1536776451,1,1,train
2880,-79,-56,-60,-76,-86,0.18,4.87,7.29,32952,1536776453,1,1,train
2881,-66,-62,-63,-77,-82,0.69,5.3,5.54,32952,1536776456,1,1,train
2882,-65,-63,-60,-76,-85,0.56,5.02,5.44,32952,1536776458,1,1,train
2883,-76,-61,-62,-77,-89,-0.04,4.72,9.94,32952,1536776459,1,1,train
2884,-80,-56,-63,-78,-82,0.62,4.94,8.65,32952,1536776461,1,1,train
2885,-84,-56,-62,-78,-85,0.31,4.85,8.64,32952,1536776462,1,1,train
2886,-66,-60,-61,-77,-84,0.32,4.9,9.19,32952,1536776463,1,1,train
2887,-66,-63,-61,-87,-85,0.34,4.58,9.38,32952,1536776465,1,1,train
2888,-66,-63,-62,-77,-84,0.49,4.85,7.83,32952,1536776466,1,1,train
2889,-66,-57,-61,-76,-84,-0.35,5.02,9.33,32952,1536776467,1,1,train
2890,-66,-57,-60,-76,-82,0.21,4.89,9.11,32952,1536776469,1,1,train
2891,-67,-57,-65,-76,-90,0.25,4.87,8.19,32952,1536776470,1,1,train
2892,-68,-57,-61,-91,-86,0.55,4.99,6.99,32952,1536776471,1,1,train
2893,-84,-57,-64,-93,-83,0.6,5.02,7.84,32952,1536776473,1,1,test
2894,-67,-61,-60,-79,-89,0.26,5.3,7.34,32952,1536776475,1,1,train
2895,-67,-63,-60,-77,-83,0.13,5.03,9.35,32952,1536776477,1,1,train
2896,-69,-57,-61,-92,-87,-0.03,4.97,9.02,32952,1536776478,1,1,train
2897,-70,-62,-61,-77,-82,0.16,5.26,8.02,32952,1536776480,1,1,train
2898,-67,-62,-64,-92,-89,-0.43,5.41,8.9,32952,1536776481,1,1,train
2899,-68,-56,-59,-78,-82,0.35,4.92,9.44,32952,1536776482,1,1,train
2900,-69,-62,-59,-89,-81,0.15,5.12,8.4,32952,1536776484,1,1,train
2901,-71,-61,-61,-89,-90,0.4,5.08,7.44,32952,1536776485,1,1,train
2902,-61,-68,-68,-78,-76,0.49,5.5,8.52,32952,1536776486,1,1,train
2903,-62,-66,-62,-90,-81,-1.54,5.32,8.12,32952,1536776487,1,1,train
2904,-66,-70,-69,-81,-75,-1.45,5.73,7.96,32952,1536776489,1,1,train
2905,-66,-76,-72,-83,-77,-2.22,4.78,5.91,32952,1536776492,1,1,train
2906,-66,-68,-72,-82,-78,-1.4,5.52,8.93,32952,1536776493,1,1,train
2907,-60,-64,-67,-79,-75,-2.35,5.44,7.01,32952,1536776495,1,1,train
2908,-68,-67,-67,-81,-76,-1.56,5.27,8.15,32952,1536776497,1,1,train
2909,-77,-66,-67,-80,-78,-1.24,6.13,5.6,32952,1536776498,1,1,train
2910,-63,-62,-68,-79,-75,-0.83,6.44,7.19,32952,1536776500,1,1,train
2911,-67,-62,-68,-82,-74,-0.63,6.21,7.51,32952,1536776501,1,1,train
2912,-66,-63,-68,-81,-76,-1.03,5.99,8.28,32952,1536776502,1,1,train
2913,-78,-63,-67,-79,-75,-1.38,5.9,5.77,32952,1536776505,1,1,test
2914,-74,-66,-67,-81,-76,-0.71,5.59,8.8,32952,1536776507,1,1,train
2915,-67,-64,-69,-81,-75,-1.44,5.46,8.12,32952,1536776508,1,1,train
2916,-65,-67,-59,-85,-75,-0.1,4.74,8.97,32952,1536776516,1,1,train
2917,-67,-66,-61,-91,-86,1.15,4.8,5.97,32952,1536776518,1,1,train
2918,-65,-73,-63,-81,-77,-0.32,4.99,9.03,32952,1536776521,1,1,train
2919,-66,-68,-59,-81,-77,0.78,5.13,9.3,32952,1536776523,1,1,train
2920,-78,-67,-59,-88,-77,0.76,4.74,8.8,32952,1536776524,1,1,train
2921,-62,-67,-62,-84,-84,0.41,4.55,9.1,32952,1536776526,1,1,train
2922,-78,-73,-59,-83,-80,0.94,4.5,8.13,32952,1536776528,1,1,train
2923,-76,-72,-61,-82,-76,-0.66,4.56,8.75,32955,1536776536,1,2,train
2924,-78,-72,-62,-86,-73,0.09,4.48,8.04,32955,1536776538,2,2,train
2925,-72,-65,-65,-82,-76,-0.05,4.01,9.15,32955,1536776540,2,2,train
2926,-76,-78,-63,-83,-76,0.61,4.1,8.73,32955,1536776542,2,2,train
2927,-77,-65,-62,-86,-81,-0.04,4.1,8.77,32955,1536776544,2,2,train
2928,-72,-65,-62,-83,-77,0.02,4.09,8.79,32955,1536776546,2,2,train
2929,-78,-65,-63,-83,-78,-0.45,4.04,9.41,32955,1536776547,2,2,train
2930,-76,-65,-65,-86,-79,-0.07,4.15,8.91,32955,1536776549,2,2,train
2931,-75,-65,-62,-86,-78,0.04,4.21,8.69,32955,1536776551,2,2,train
2932,-79,-63,-62,-83,-77,0.03,3.76,9.35,32955,1536776552,2,2,train
2933,-72,-65,-64,-84,-77,-0.43,4.02,8.65,32955,1536776553,2,2,test
2934,-78,-65,-64,-85,-75,0.75,3.74,11.27,32955,1536776555,2,2,train
2935,-72,-65,-62,-85,-76,-0.49,3.88,9.16,32955,1536776556,2,2,train
2936,-89,-76,-61,-84,-84,0.63,4.38,8.87,32955,1536776558,2,2,train
2937,-70,-64,-61,-84,-73,0.06,3.88,9.18,32955,1536776560,2,2,train
2938,-70,-78,-66,-85,-73,0.02,4.34,9.07,32955,1536776562,2,2,train
2939,-70,-65,-66,-88,-76,-0.31,4.4,9.15,32955,1536776563,2,2,train
2940,-76,-63,-61,-88,-72,-0.37,3.39,8.52,32955,1536776565,2,2,train
2941,-76,-66,-63,-88,-70,-0.21,3.12,9.27,32955,1536776567,2,2,train
2942,-77,-72,-64,-83,-78,-0.21,3.24,9.26,32955,1536776568,2,2,train
2943,-76,-70,-64,-81,-72,0.02,3.34,9.35,32955,1536776570,2,2,train
2944,-76,-72,-62,-83,-70,0.23,3.17,9.41,32955,1536776571,2,2,train
2945,-75,-72,-62,-88,-70,0.3,3.08,9.81,32955,1536776573,2,2,train
2946,-75,-74,-63,-84,-70,0.23,3.27,9.68,32955,1536776574,2,2,train
2947,-75,-76,-62,-84,-70,-0.11,3.22,9.49,32955,1536776576,2,2,train
2948,-75,-71,-62,-83,-80,-0.09,3.19,9.75,32955,1536776578,2,2,train
2949,-76,-70,-64,-84,-80,0.03,3.24,9.44,32955,1536776579,2,2,train
2950,-73,-70,-60,-81,-69,-0.08,2.98,9.8,32955,1536776581,2,2,train
2951,-74,-70,-60,-82,-79,0.1,3.21,9.57,32955,1536776582,2,2,train
2952,-75,-63,-60,-92,-75,-0.96,2.59,8.75,32955,1536776583,2,6,train
2953,-68,-61,-59,-92,-81,-0.74,3.73,9.32,32955,1536776585,6,2,test
2954,-68,-68,-63,-84,-70,-0.6,3.32,9.86,32955,1536776586,2,2,train
2955,-70,-64,-59,-83,-75,-0.8,3.64,9.79,32955,1536776587,2,2,train
2956,-77,-69,-67,-83,-81,-0.38,3.02,10.53,32955,1536776589,2,2,train
2957,-78,-70,-59,-83,-70,-0.66,3.14,9.82,32955,1536776590,2,2,train
2958,-74,-64,-61,-83,-77,-0.91,3.56,9.72,32955,1536776591,2,2,train
2959,-69,-68,-61,-79,-79,-0.06,2.57,11.35,32955,1536776593,2,2,train
2960,-70,-63,-61,-78,-78,-0.03,2.51,10.22,32955,1536776594,2,2,train
2961,-68,-67,-60,-81,-75,-1.07,2.75,8.1,32955,1536776596,2,2,train
2962,-71,-66,-62,-90,-76,-0.39,2.56,9.74,32955,1536776597,2,2,train
2963,-68,-72,-61,-95,-76,-0.7,3.04,9.32,32955,1536776598,2,2,train
2964,-68,-75,-59,-80,-74,-0.23,3.06,9.91,32955,1536776599,2,2,train
2965,-68,-66,-60,-78,-77,-0.43,3.18,9.45,32955,1536776601,2,2,train
2966,-72,-65,-63,-82,-69,-1.75,3.48,5.82,32955,1536776602,2,2,train
2967,-72,-65,-63,-88,-71,-0.1,3.05,12.08,32955,1536776603,2,2,train
2968,-67,-75,-60,-92,-74,0.18,2.02,12.19,32955,1536776604,2,2,train
2969,-69,-61,-62,-84,-74,0.07,2.24,11.54,32955,1536776606,2,2,train
2970,-75,-62,-60,-88,-74,-0.4,2.55,8.1,32955,1536776607,2,2,train
2971,-70,-72,-62,-83,-76,2.41,4.35,7.35,32955,1536776608,2,2,train
2972,-70,-66,-66,-79,-76,1.64,3.73,8.96,32955,1536776609,2,2,train
